Specialty,"Specialty
Code
HBP 2022","Package
Code
HBP 2022","AB PMJAY Package
Name","Procedure code
HBP 2022",Procedure Name 2022,Tier3 (Z),Tier2 (Y),Tier1 (X),Implant mapped.,implant cost,"Stratification
remarks",,,,,,,,,,,,,,,,,,
"Urology,
Medical
Oncology",SU,SU060,"Intravesical BCG /
Mitomycin",SU060A,"Induction cycles (PC)
Rate per dose -Rs 5000
max no- 06 (including
drug)",3200,3600,3800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU061,"Suprapubic Drainage -
Closed / Trocar",SU061A,"Suprapubic Drainage -
Closed / Trocar",6400,7200,7600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology",SU,SU062,"Stress incontinence
surgery",SU062A,"Stress incontinence
surgery - Open",29500,33500,35400,"BIS standard
sling for women -
5000",5000,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU064,"Emergency
management of Acute
retention of Urine",SU064A,"Emergency management
of Acute retention of Urine",0,0,0,NA,NA,"Routine Ward -
2100/day",,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU065,"Meatotomy /
Meatoplasty",SU065A,Meatotomy,5200,5900,6200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU065,"Meatotomy /
Meatoplasty",SU065B,Meatoplasty,5900,6700,7100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU066,Urethroplasty,SU066A,Urethroplasty - End to end,37500,42500,44900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU066,Urethroplasty,SU066B,"Urethroplasty -
Substitution - single stage",37500,42500,44900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU066,Urethroplasty,SU066C,"Urethroplasty -
Substitution - two stage",75000,85200,90000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU066,Urethroplasty,SU066D,Urethroplasty - Transpubic,43200,49000,51800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU068,Urethral Dilatation,SU068A,"Non endocopic as an
independent procedure",3200,3600,3800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU068,Urethral Dilatation,SU068B,"Endocopic as an
independent procedure",7100,8000,8500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU069,"Perineal Urethrostomy
without closure",SU069A,"Perineal Urethrostomy
without closure",25400,28800,30400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU070,"Post. Urethral Valve
fulguration",SU070A,"Post. Urethral Valve
fulguration(to be checked
from pead surgery)",25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery, Plastic
&
Reconstructive
Surgery",SU,SU071,Hypospadias repair,SU071A,Single stage,50000,56800,60000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery, Plastic
&
Reconstructive
Surgery",SU,SU071,Hypospadias repair,SU071B,"Two or more stage (First
Stage)",20400,23200,24500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery, Plastic
&
Reconstructive
Surgery",SU,SU071,Hypospadias repair,SU071D,"Two or more stage (Final
Stage)/Fistula repair",25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Emergency",SU,SU073,"Emergency
management of
Hematuria",SU073A,"Emergency management
of Hematuria(per day)
LOS-1-5 days",2700,3000,3200,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU074,"Excision of Urethral
Caruncle",SU074A,"Excision of Urethral
Caruncle",7100,8000,8500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Obstetrics &
Gynecology,
Pediatric
Surgery",SU,SU075,"Urethrovaginal fistula
repair",SU075A,"Urethrovaginal fistula
repair",50000,56800,60000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU076,"Urethrorectal fistula
repair",SU076A,Urethrorectal fistula repair,62500,71000,75000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urology,SU,SU077,"Open simple
prostatetctomy for
BPH",SU077A,"Open simple
prostatetctomy for BPH",37300,42400,44800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU078,Radical prostatectomy,SU078A,"Radical prostatectomy-
Open (to be checked with
surg onco)",68000,77300,81600,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU078,Radical prostatectomy,SU078B,"Lap.(to be checked with
surg. Onco)",70400,79900,84400,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU080,"TURP-Transurethral
Resection of the
Prostate, BPH",SU080A,Monopolar,38700,44000,46500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU080,"TURP-Transurethral
Resection of the
Prostate, BPH",SU080B,Bipolar,38700,44000,46500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU081,"Transrectal Ultrasound
guided prostate biopsy
(minimum 12 core)",SU081A,"Transrectal Ultrasound
guided prostate biopsy
(minimum 12 core)",12700,14400,15200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology",SU,SU082,Penectomy,SU082A,Partial Penectomy,25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology",SU,SU082,Penectomy,SU082B,"Total Penectomy +
Perineal Urethrostomy",37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU083,Surgery for Priapism,SU083A,Aspiration,18800,21300,22500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU083,Surgery for Priapism,SU083B,Shunt,20700,23500,24800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU085,"Penile prosthesis
insertion",SU085A,Penile prosthesis insertion,43800,49700,52500,"Penile Prosthesis -
Malleable - Indian
Implant",NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology,
Pediatric
Surgery",SU,SU086,Orchiectomy,SU086A,High inguinal,25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology",SU,SU087,"Bilateral Orchidectomy
for hormone ablation",SU087A,"Bilateral Orchidectomy for
hormone ablation",14100,16000,16900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU088,Orchiopexy,SU088A,"Orchiopexy with
laparoscopyto be cross
checked with pead
surgery",30000,42600,45000,NA,NA,"U/L - 30000
B/L - 35000",,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU088,Orchiopexy,SU088B,"Orchiopexy without
laparoscopy - U/L",20700,23500,24800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU088,Orchiopexy,SU088C,"Orchiopexy without
laparoscopy - B/L",20700,23500,24800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU089,"Surgical Correction of
Varicocele",SU089A,Non Microsurgical,10125,14400,15200,NA,NA,"U/L - 10125
B/L - 15125",,,,,,,,,,,,,,,,,,
Urology,SU,SU089,"Surgical Correction of
Varicocele",SU089B,Microsurgical,25000,28400,30000,NA,NA,"U/L - 20000
B/L - 25000",,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology,
Obstetrics &
Gynecology",SU,SU090,"Radical
Retroperitoneal lymph
node dissection",SU090A,"Radical Retroperitoneal
lymph node dissection-
Open",49800,56600,59800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology,
Obstetrics &
Gynecology",SU,SU090,"Radical
Retroperitoneal lymph
node dissection",SU090B,"Radical Retroperitoneal
lymph node dissection -
Lap.",50700,57600,60900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology",SU,SU091,"Ilio-Inguinal
lymphadenectomy",SU091A,"Ilio-Inguinal
lymphadenectomy",21900,31200,33000,NA,NA,"U/L - 21900
B/L - 26900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery",SU,SU094,"Emergency
management of
Ureteric stone -
Package for evaluation
/ investigation
(ultrasound + culture)
for 3 weeks
(medicines).",SU094A,"Emergency management
of Ureteric stone -
Package for evaluation /
investigation (ultrasound +
culture) for 3 weeks
(medicines).",2700,3000,3200,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU095,"Retrograde Intrarenal
Surgery with Laser
Lithotripsy",SU095A,"Retrograde Intrarenal
Surgery with Laser
Lithotripsy",38000,43200,45600,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU096,Repair for VVF,SU096B,"Repair for VVF -
Laparoscopic/open",37500,53300,56300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU097,"Permanent tunnelled
catheter placement as
substitute for AV
fistula in long term
dialysis",SU097A,"Permanent tunnelled
catheter placement as
substitute for AV fistula in
long term dialysis",30000,35100,37500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,Urolo
gy",SU,SU098,"Pelvic
lymphadenectomy,
after prior cancer
surgery",SU098A,"Pelvic lymphadenectomy,
after prior cancer surgery-
Open",37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU098,"Pelvic
lymphadenectomy,
after prior cancer
surgery",SU098B,Laparoscopic,38000,43200,45600,NA,NA,NA,,,,,,,,,,,,,,,,,,
Urology,SU,SU099,"Botulinum toxin
injection for
Neuropathic bladder",SU099A,"Botulinum toxin injection
for Neuropathic bladder",12500,14200,15000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC023,"Distal ureterectomy
with reimplantation",SC023A,"Distal ureterectomy with
reimplantation",44500,50500,53400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024A,"Radical cystectomy With
continent diversion - Open",125100,142100,150100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024B,"Radical cystectomy With
Ileal Conduit - Open",162200,184200,194600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024C,"Radical cystectomy- With
Ileal Conduit - Lap.",162200,184200,194600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024D,"Radical cystectomy- With
neobladder - Open",185700,211000,222800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024E,With neobladder - Lap,185700,211000,222800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024F,"Radical cystectomy - With
ureterosigmoidostomy -
Open",144700,164300,173600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024G,"With
ureterosigmoidostomy -
Lap",97100,110300,116500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024H,"Radical cystectomy - With
ureterostomy -Open",96800,109900,116100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC024,Radical cystectomy,SC024I,"Radical cystectomy-With
ureterostomy -Lap.",96800,109900,116100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC026,Radical Urethrectomy,SC026A,Radical Urethrectomy,48600,55200,58400,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Urology",SU,SC027,"Penile preserving
surgery
(WLE, Glansectomy,
Laser)",SC027A,"Penile preserving surgery
(WLE, Glansectomy,
Laser)",36100,41000,43400,NA,NA,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001A,Unifocalization of MAPCA,137500,156200,165000,"PTFE Graft - Thin
- 30000",30000,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001B,"Isolated Secundum Atrial
Septal Defect (ASD)
Repair",137500,156200,165000,NA,NA,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001C,Glenn procedure,137500,156200,165000,NA,NA,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001D,Pulmonary Artery Banding,137500,156200,165000,NA,NA,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001E,"Systemic - Pulmonary
Artery shunt",137500,156200,165000,"PTFE graft - Thin -
30000",30000,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001F,Vascular Ring division,137500,156200,165000,NA,NA,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV001,"Surgical Correction of
Category - I
Congenital Heart
Disease",SV001G,Coarctation repair,137500,156200,165000,"Dacron Graft -
Straight - 30000",30000,NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002A,"ASD closure + Partial
Anomalous Venous
Drainage Repair",165000,187500,198000,"PTFE Patch -
Thin - 30000
PTFE graft small
(upto 8 mm)-
30000
PTFE Graft Large
(<8mm) - 50000
Dacron Graft
Straight - 30000","patch-30000 Graft
small-30000 graft big-
50000 Dacron Graft -
30000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002B,"ASD Closure + Mitral
procedure",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002C,"ASD Closure + Tricuspid
procedure",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002D,"ASD Closure + Pulmonary
procedure",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002E,"ASD Closure +
Infundibular procedure",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002F,VSD closure,165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002G,Infundibular PS repair,165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002H,Valvular PS / PR repair,165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002I,Partial AV canal repair,165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002J,"Intermediate AV canal
repair",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002K,Atrial septectomy + Glenn,165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002L,"Atrial septectomy + PA
Band",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002M,"Sinus of Valsalva
aneurysm repair with
aortic valve procedure",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002N,"Sinus of Valsalva
aneurysm repair without
aortic valve procedure",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVS,SV,SV002,"Surgical Correction of
Category - II
Congenital Heart
Disease",SV002O,"Sub-aortic membrane
resection",165000,187500,198000,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 Tissue value-
80000
Valve -ring-
Mitral/tricuspid-35000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV003,"Surgical Correction of
Category - III
Congenital Heart
Disease",SV003A,Ebstien anomoly repair,206300,234300,247500,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
RV - PA Conduit -
120000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 RV-PA conduit-
120000
Valve -ring-
Mitral/tricuspid-35000
tissue valve-80000",NA,,,,,,,,,,,,,,,,,,
CTVS,SV,SV003,"Surgical Correction of
Category - III
Congenital Heart
Disease",SV003B,Double switch operation,206300,234300,247500,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
RV - PA Conduit -
120000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 RV-PA conduit-
120000
Valve -ring-
Mitral/tricuspid-35000
tissue valve-80000",NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve Patch -3000
- Tilting Disc - Bileaflet valve-40000
28000 Tilting disc-28000,
Pericardial Patch - Pericardial patch-
18000 18000 RV-PA conduit-
RV - PA Conduit - 120000
120000 Valve -ring-
Tissue Valve - Mitral/tricuspid-35000
80000 tissue valve-80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000",,,,,,,,,,,
,,,,,,"Surgical Correction of
Category - III
Congenital Heart
Disease",,,,,,,,,,,,,,,,,,,,,,,
CTVS,,SV,,SV003,,,,SV003C,,Rastelli Procedure,,206300,,234300,,247500,,,,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000 Patch -3000
Pericardial Patch - Bileaflet valve-40000
18000 Tilting disc-28000,
RV - PA Conduit - Pericardial patch-
120000 18000 RV-PA conduit-
Tissue Valve - 120000
80000 Valve -ring-
Valve Ring - Mitral/tricuspid-35000
Mitral - 35000 tissue valve-80000
Valve Ring -
Tricuspid - 35000
Dacron Graft
Straight - 30000
PTFE Graft
Straight - 50000",,,,,,,,,,,
,,,,,,"Surgical Correction of
Category - III
Congenital Heart
Disease",,,,,,,,,,,,,,,,,,,,,,,
CTVS,,SV,,SV003,,,,SV003D,,Fontan procedure,,206300,,234300,,247500,,,,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve Patch -3000
- Tilting Disc - Bileaflet valve-40000
28000 Tilting disc-28000,
Pericardial Patch - Pericardial patch-
18000 18000 RV-PA conduit-
RV - PA Conduit - 120000
120000 Valve -ring-
Tissue Valve - Mitral/tricuspid-35000
80000 tissue valve-80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000",,,,,,,,,,,
,,,,,,"Surgical Correction of
Category - III
Congenital Heart
Disease",,,,,,,,,,,,,,,,,,,,,,,
CTVS,,SV,,SV003,,,,SV003E,,AP window repair,,206300,,234300,,247500,,,,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVS,SV,SV003,"Surgical Correction of
Category - III
Congenital Heart
Disease",SV003F,"Arch interruption Repair
without VSD closure",206300,234300,247500,"PTFE Patch -
Thin - 30000
Mechanical Valve
- Bileaflet - 40000
Mechanical Valve
- Tilting Disc -
28000
Pericardial Patch -
18000
RV - PA Conduit -
120000
Tissue Valve -
80000
Valve Ring -
Mitral - 35000
Valve Ring -
Tricuspid - 35000","Patch -3000
Bileaflet valve-40000
Tilting disc-28000,
Pericardial patch-
18000 RV-PA conduit-
120000
Valve -ring-
Mitral/tricuspid-35000
tissue valve-80000",NA,,,,,,,,,,,,,,,,,,
